DATE,Universal,CHOKE,VSH,PHI,SW,NET_THICK,N_OPEN_RESERVOIR,Platform,EVENT,LAST_EVENT,EVENT_PLATFORM,LAST_EVENT_PLATFORM,NORM_PROD_DAYS,WHP,WHT,OIL,WATER,GAS,CHOKE_FLAG,LIQUID,WATERCUT,GLR,GOR
2018-09-23,B-G-10,38.0,0.0,0.0,0.0,0.0,16.0,G,0.0,147.0,0.0,84.0,3301.0,38.9748375,70.98847083333334,561.765684104515,730.537065835579,1.61222828314596,1,1292.3027499400941,0.565298700996685,0.0012475623712947265,0.0028699301661972098
2018-10-05,B-G-10,38.0,0.0,0.0,0.0,0.0,16.0,G,0.0,159.0,0.0,96.0,3313.0,26.188166666666664,57.75370833333333,487.421344779941,56.866631162904,0.430788741652334,1,544.287975942845,0.1044789407011914,0.0007914720895792314,0.0008838118114150802
2018-10-13,B-G-10,38.0,0.0,0.0,0.0,0.0,16.0,G,0.0,167.0,0.0,104.0,3321.0,37.71182083333333,70.21414583333333,473.216791357476,614.141312782802,1.58755654311298,1,1087.3581041402779,0.5648013386246605,0.0014600126095240583,0.0033548187048876564
2018-10-19,B-G-10,38.0,0.0,0.0,0.0,0.0,16.0,G,0.0,173.0,0.0,110.0,3327.0,29.158479166666663,58.070475,375.352453591839,211.468505100215,0.872197850733909,1,586.820958692054,0.36036290450762054,0.001486309985720214,0.002323676966508772
2018-11-08,B-G-10,38.0,0.0,0.0,0.0,0.0,16.0,G,0.0,193.0,0.0,130.0,3347.0,37.68904583333333,69.36634583333334,383.11954927049,788.103834861992,1.35325740924974,1,1171.223384132482,0.6728894295819886,0.0011554221232118668,0.00353220662278007
2018-12-03,B-G-10,63.0,0.0,0.0,0.0,0.0,16.0,G,0.0,218.0,0.0,21.0,3372.0,20.062954166666668,59.654025,329.34991972444,346.768667682197,1.31623393036998,1,676.1185874066371,0.5128814295910495,0.0019467501040292495,0.003996460456013606
2018-12-18,B-G-10,63.0,0.0,0.0,0.0,0.0,16.0,G,0.0,233.0,0.0,36.0,3387.0,21.93385,62.499320833333336,246.068553003249,317.519502840004,0.830046348061967,1,563.588055843253,0.5633893400471809,0.0014727891044817002,0.003373232125484183
2019-01-01,B-G-10,63.0,0.0,0.0,0.0,0.0,16.0,G,0.0,247.0,0.0,50.0,3401.0,23.4909,57.71548333333333,386.241988685942,174.384752505384,0.66150133397855,1,560.626741191326,0.3110532190006103,0.0011799318251799165,0.0017126603356333295
2019-01-06,B-G-10,63.0,0.0,0.0,0.0,0.0,16.0,G,0.0,252.0,0.0,55.0,3406.0,18.5935,63.03534166666666,507.965924607406,286.556713216877,0.348817747019967,1,794.522637824283,0.3606652593330537,0.0004390280785141224,0.0006866951701328379
2019-01-31,B-G-10,63.0,0.0,0.0,0.0,0.0,16.0,G,0.0,277.0,0.0,80.0,3431.0,,,349.371148918724,1491.07449854059,1.46191399729144,1,1840.445647459314,0.810170352272548,0.0007943260912429406,0.0041844153468766606
2019-02-07,B-G-10,63.0,0.0,0.0,0.0,0.0,16.0,G,0.0,284.0,0.0,87.0,3438.0,18.341541666666668,58.22302083333333,364.988051699652,254.657973370711,0.334069549159328,1,619.646025070363,0.4109733026073938,0.0005391296573255566,0.0009152890008416858
2019-02-15,B-G-10,63.0,0.0,0.0,0.0,0.0,16.0,G,0.0,292.0,0.0,95.0,3446.0,18.031458333333333,55.38380833333333,170.590871236675,414.680027841839,0.423089332309837,1,585.270899078514,0.7085266472239373,0.0007228948730852233,0.0024801405212524514
2019-03-23,B-G-10,53.0,0.0,0.0,0.0,0.0,16.0,G,0.0,328.0,0.0,131.0,3482.0,22.694179166666668,72.28265833333333,306.004580837533,977.450050814203,1.32760423188679,1,1283.454631651736,0.7615774073418381,0.0010343990345636415,0.004338510973440802
2019-03-25,B-G-10,53.0,0.0,0.0,0.0,0.0,16.0,G,0.0,330.0,0.0,133.0,3484.0,20.5250375,61.271608333333326,632.528057614457,75.3304030339448,1.17559542351837,1,707.8584606484018,0.10642014925546245,0.0016607775266845282,0.0018585664451819897
2019-04-01,B-G-10,53.0,0.0,0.0,0.0,0.0,16.0,G,0.0,337.0,0.0,140.0,3491.0,18.29138333333333,54.84869166666667,284.19162255936,152.994404240162,0.533473677556444,1,437.186026799522,0.349952639978404,0.0012202441177313202,0.001877161869699434
2019-04-06,B-G-10,53.0,0.0,0.0,0.0,0.0,16.0,G,0.0,342.0,0.0,145.0,3496.0,18.66195833333333,54.00353333333334,361.209161672375,82.9217590282519,0.179384552040836,1,444.1309207006269,0.18670566529671226,0.000403900164748387,0.0004966223758287225
2019-04-16,B-G-10,53.0,0.0,0.0,0.0,0.0,16.0,G,0.0,352.0,0.0,155.0,3506.0,17.894570833333333,53.84819166666667,75.2543268963313,357.752339973545,0.293339887387493,1,433.0066668698763,0.8262051542062143,0.000677448893588618,0.0038979803485797108
2019-04-23,B-G-10,53.0,0.0,0.0,0.0,0.0,16.0,G,0.0,359.0,0.0,162.0,3513.0,17.639416666666666,55.17499166666667,216.839587194979,277.36096880348,0.168587768258465,1,494.200555998459,0.5612316000800793,0.00034113229176332754,0.000777476891739668
2019-04-23,B-G-10,53.0,0.0,0.0,0.0,0.0,16.0,G,0.0,359.0,0.0,162.0,3513.0,17.639416666666666,55.17499166666667,98.4135856153271,409.716944502598,0.161591328870625,1,508.1305301179251,0.8063222345791983,0.00031801145432675237,0.0016419616037794125
2019-05-01,B-G-10,53.0,0.0,0.0,0.0,0.0,16.0,G,0.0,367.0,0.0,170.0,3521.0,17.6950875,57.245466666666665,216.839587194979,277.36096880348,0.168587768258465,1,494.200555998459,0.5612316000800793,0.00034113229176332754,0.000777476891739668
2019-05-22,B-G-10,53.0,0.0,0.0,0.0,0.0,16.0,G,0.0,388.0,0.0,191.0,3542.0,17.37085,56.178425,125.21229279557,557.411439597518,0.140794892533018,1,682.623732393088,0.8165720193222543,0.00020625549017967845,0.001124449440143143
2019-06-23,B-G-10,53.0,0.0,0.0,0.0,0.0,16.0,G,0.0,420.0,0.0,12.0,3574.0,20.18124166666667,49.58635,94.3752907495039,129.96,0.006410195327952,1,224.3352907495039,0.5793114385427447,2.8574172643704635e-05,6.792239024689517e-05
2019-07-11,B-G-10,53.0,0.0,0.0,0.0,0.0,16.0,G,0.0,438.0,0.0,30.0,3592.0,21.2360375,51.15145833333333,72.5469898940406,92.4,0.0051417344009973,1,164.9469898940406,0.5601799709067522,3.117204141949041e-05,7.08745381235958e-05
2019-07-16,B-G-10,26.0,0.0,0.0,0.0,0.0,18.0,G,1.0,0.0,1.0,0.0,3597.0,101.17385833333331,64.19696666666667,8.4108158386612,433.487330316586,4.45316423101083,1,441.8981461552472,0.980966618864913,0.01007735440792356,0.5294568703479859
2020-10-23,B-G-10,25.0,0.0,0.0,0.0,0.0,18.0,G,0.0,465.0,0.0,12.0,4062.0,,,0.0,850.758395575301,0.939856656021884,1,850.758395575301,1.0,0.0011047280413687046,inf
2021-08-23,B-G-10,25.0,0.0,0.0,0.0,0.0,18.0,G,0.0,769.0,0.0,14.0,4366.0,73.38371363636364,24.03774545454546,2.06156986069303,40.88479618781,1.74985248392227,1,42.94636604850302,0.9519966402194607,0.04074506518074221,0.8487961127516818
2021-08-25,B-G-10,25.0,0.0,0.0,0.0,0.0,18.0,G,0.0,771.0,0.0,16.0,4368.0,61.52341111111111,45.50443333333333,934.015132275094,51.3442048680838,1.17856917640328,1,985.3593371431778,0.05210708716369856,0.0011960805890572565,0.0012618309229450021
2021-08-25,B-G-10,25.0,0.0,0.0,0.0,0.0,18.0,G,0.0,771.0,0.0,16.0,4368.0,61.52341111111111,45.50443333333333,1192.6643814726,0.284977479010219,0.522721681445694,1,1192.9493589516103,0.00023888480837163398,0.0004381759188043599,0.00043828061738565707
2021-08-27,B-G-10,25.0,0.0,0.0,0.0,0.0,20.0,G,1.0,0.0,1.0,0.0,4370.0,63.97141249999999,42.1131625,1156.04580538248,12.469200112464,0.908116641816629,1,1168.515005494944,0.010670979879443192,0.0007771544546250658,0.000785536903112742
2021-09-07,B-G-10,25.0,0.0,0.0,0.0,0.0,20.0,G,0.0,11.0,0.0,3.0,4381.0,75.24035416666668,57.4452875,850.615102154927,51.2123440142516,1.44948705932016,1,901.8274461691785,0.056787298093214617,0.0016072776066833557,0.0017040457612944632
2021-09-14,B-G-10,30.0,0.0,0.0,0.0,0.0,20.0,G,0.0,18.0,0.0,10.0,4388.0,65.46786666666667,62.094925,1132.61832703402,297.895435521857,2.10389867656367,1,1430.513762555877,0.20824366973555836,0.001470729420180248,0.0018575530929939438
2021-09-19,B-G-10,30.0,0.0,0.0,0.0,0.0,20.0,G,0.0,23.0,0.0,15.0,4393.0,71.789525,61.43344583333334,1106.95202558758,623.562297190703,2.5023018169184,1,1730.514322778283,0.3603335083581363,0.001445987348374579,0.002260533211084876
2021-09-24,B-G-10,46.0,0.0,0.0,0.0,0.0,20.0,G,0.0,28.0,0.0,20.0,4398.0,60.72459583333333,65.28859166666668,1868.51306519194,275.217286459596,5.62069007855206,1,2143.7303516515362,0.12838241817473348,0.002621920277530177,0.0030081085239693967
2021-10-04,B-G-10,46.0,0.0,0.0,0.0,0.0,20.0,G,0.0,38.0,0.0,30.0,4408.0,51.773941666666666,64.35839583333333,1374.73535612006,260.514635212627,4.68498594557396,1,1635.249991332687,0.15931180956638577,0.00286499677138406,0.003407918422056503
2021-10-07,B-G-10,46.0,0.0,0.0,0.0,0.0,20.0,G,0.0,41.0,0.0,33.0,4411.0,47.61355416666667,64.43145416666665,1102.28115886874,499.814646567065,3.56767277640818,1,1602.095805435805,0.3119755041310432,0.002226878545155229,0.0032366268330936967
2021-10-11,B-G-10,50.0,0.0,0.0,0.0,0.0,20.0,G,0.0,45.0,0.0,37.0,4415.0,34.0173125,64.48300833333333,1308.21389211403,465.361095257914,4.73474704879851,1,1773.574987371944,0.26238591464772454,0.0026696063501743363,0.0036192453522621722
2021-11-15,B-G-10,50.0,0.0,0.0,0.0,0.0,20.0,G,0.0,80.0,0.0,72.0,4450.0,18.106416666666668,41.13825,100.480101178772,85.063931779388,0.0445629702582999,1,185.54403295816002,0.4584568440342667,0.00024017463427858553,0.0004435004516865925
2021-11-21,B-G-10,63.0,0.0,0.0,0.0,0.0,20.0,G,0.0,86.0,0.0,78.0,4456.0,14.703795833333333,49.40373333333333,201.036995189484,140.076461011422,0.170125678269451,1,341.113456200906,0.4106447824471662,0.0004987363446877683,0.0008462406539109975
2021-11-27,B-G-10,63.0,0.0,0.0,0.0,0.0,20.0,G,0.0,92.0,0.0,84.0,4462.0,14.971920833333334,48.73452916666667,215.826353857956,253.958880242921,0.0971504200724879,1,469.785234100877,0.5405850627233388,0.00020679751729196918,0.0004501323324788524
2021-12-10,B-G-10,63.0,0.0,0.0,0.0,0.0,20.0,G,0.0,105.0,0.0,97.0,4475.0,17.604358333333334,62.82619583333334,1019.49724769128,459.313680700122,1.26595952697429,1,1478.810928391402,0.3105966231935729,0.0008560658449767854,0.0012417488422270294
2021-12-27,B-G-10,63.0,0.0,0.0,0.0,0.0,20.0,G,0.0,122.0,0.0,114.0,4492.0,14.6008875,41.762995833333335,129.113371310537,71.433536088992,0.0913113797767139,1,200.546907399529,0.35619365571508066,0.000455311831833954,0.0007072186160881537
2022-01-10,B-G-10,63.0,0.0,0.0,0.0,0.0,20.0,G,0.0,136.0,0.0,13.0,4506.0,15.105520833333332,46.69596666666666,179.184110830918,27.0689147604021,0.0935920423664437,1,206.2530255913201,0.1312412978320996,0.00045377294271499116,0.0005223233351017332
2022-01-11,B-G-10,63.0,0.0,0.0,0.0,0.0,20.0,G,0.0,137.0,0.0,14.0,4507.0,14.702958333333331,54.1936125,624.810820983205,95.0767447710207,0.278160012609397,1,719.8875657542256,0.1320716585393566,0.0003863936895728557,0.0004451907733795058
2022-01-17,B-G-10,63.0,0.0,0.0,0.0,0.0,20.0,G,0.0,143.0,0.0,20.0,4513.0,16.06352857142857,62.19454761904761,214.287673892443,310.893276416212,2.12465272920817,1,525.180950308655,0.5919736354365032,0.004045563206280591,0.009914955399042658
2022-02-15,B-G-10,16.0,0.0,0.0,0.0,0.0,20.0,G,0.0,172.0,0.0,4.0,4542.0,33.61653333333333,36.938275,17.4696188696822,2.01375243379021,0.119437217770071,1,19.48337130347241,0.10335749406116952,0.0061302130883675345,0.0068368530911312175
2022-02-15,B-G-10,16.0,0.0,0.0,0.0,0.0,20.0,G,0.0,172.0,0.0,4.0,4542.0,33.61653333333333,36.938275,0.0,0.0201641736915717,0.0538902000007843,1,0.0201641736915717,1.0,2.6725717019244652,inf
2022-02-17,B-G-10,16.0,0.0,0.0,0.0,0.0,20.0,G,0.0,174.0,0.0,6.0,4544.0,27.145962,34.258568181818184,52.9587346762929,44.5734677520795,0.215492434054778,1,97.5322024283724,0.45701282901731083,0.0022094490710699937,0.0040690631181421275
2023-06-26,B-G-10,126.0,0.0,0.0,0.0,0.0,18.0,G,1.0,0.0,1.0,0.0,5038.0,17.90449166666667,62.06901666666667,813.465527768293,473.936757534401,1.30551846658202,1,1287.402285302694,0.36813415895325136,0.0010140718883958379,0.00160488480705956
2023-07-14,B-G-10,126.0,0.0,0.0,0.0,0.0,18.0,G,0.0,18.0,0.0,18.0,5056.0,17.849541041666665,65.1603880625,1485.75422134869,1286.7868931436,2.37213048288245,1,2772.54111449229,0.4641182366665237,0.0008555799120464391,0.001596583370787366
2023-08-24,B-G-10,40.0,0.0,0.0,0.0,0.0,18.0,G,0.0,59.0,0.0,59.0,5097.0,22.52296992361111,62.46146385763888,1028.45617846424,478.322996033174,1.95921980752962,1,1506.779174497414,0.3174473102156582,0.0013002700333863571,0.0019050104890762178
2023-09-27,B-G-10,40.0,0.0,0.0,0.0,0.0,18.0,G,0.0,93.0,0.0,93.0,5131.0,18.597081916666667,57.5434568125,682.726192168941,475.644511307759,0.613430822045955,1,1158.3707034766999,0.41061510782357796,0.0005295634810210771,0.0008985019603498106
2023-10-14,B-G-10,30.0,0.0,0.0,0.0,0.0,18.0,G,0.0,110.0,0.0,110.0,5148.0,22.343175,59.69745,762.670222056844,532.068565188672,1.33289464255406,1,1294.738787245516,0.41094664841285705,0.001029469925273281,0.0017476683945511584
2023-05-18,B-G-13,137.0,,,,,19.0,G,0.0,1.0,0.0,2.0,15.0,16.557936899242424,57.499120013636364,258.517350073761,144.839871741504,0.616230913811141,1,403.357221815265,0.3590858522122599,0.0015277547555436377,0.0023837120163707234
2023-05-25,B-G-13,137.0,,,,,19.0,G,0.0,8.0,0.0,9.0,22.0,17.46436917361111,55.29270478819444,463.045608829196,161.171642894942,0.588509577782133,1,624.217251724138,0.2581979950886859,0.000942796079660763,0.001270953803600839
2023-06-01,B-G-13,137.0,,,,,19.0,G,0.0,15.0,0.0,3.0,29.0,17.18249489236111,53.466353045138895,490.308852997661,90.3689105768637,0.644245080003178,1,580.6777635745248,0.15562660781183102,0.00110947089834704,0.0013139576739526083
2023-06-11,B-G-13,137.0,,,,,19.0,G,0.0,25.0,0.0,13.0,39.0,18.31911869097222,51.36078502430556,1067.51366473892,284.417875998844,2.94102794798652,1,1351.931540737764,0.2103789041297417,0.0021754266835002376,0.002755026043348871
2023-06-22,B-G-13,137.0,,,,,19.0,G,0.0,36.0,0.0,24.0,50.0,17.574654166666665,51.2300125,410.87519288813,22.7681277708848,0.674178067588273,1,433.6433206590148,0.05250427410315857,0.0015546833894817373,0.001640834197969779
2023-06-23,B-G-13,137.0,,,,,19.0,G,0.0,37.0,0.0,25.0,51.0,17.704933333333333,50.634575000000005,324.920853513079,190.663507320277,0.580453795753165,1,515.584360833356,0.36980079654103803,0.0011258173052707775,0.0017864467284178177
2023-06-30,B-G-13,137.0,,,,,19.0,G,0.0,44.0,0.0,4.0,58.0,,,369.490926230026,1166.90038659877,2.39104449502438,1,1536.391312828796,0.7595072797243815,0.0015562731154877471,0.006471185962320058
2023-07-27,B-G-13,137.0,,,,,19.0,G,0.0,71.0,0.0,31.0,85.0,15.947061611111112,50.75428285763888,776.599140888329,370.157926953555,1.30472147639031,1,1146.757067841884,0.3227866976657629,0.001137748798745757,0.0016800449648938286
2023-08-22,B-G-13,137.0,,,,,19.0,G,0.0,97.0,0.0,57.0,111.0,9.949838534722222,35.376748472222225,557.849605707481,194.995818229217,1.34278237799469,1,752.845423936698,0.25901175995673315,0.0017836096697953709,0.002407068794629216
2023-08-22,B-G-13,137.0,,,,,19.0,G,0.0,97.0,0.0,57.0,111.0,9.949838534722222,35.376748472222225,557.849605707481,194.995818229217,1.34278237799469,1,752.845423936698,0.25901175995673315,0.0017836096697953709,0.002407068794629216
2018-06-02,B-G-14,76.0,0.0,0.0,0.0,0.0,30.0,G,0.0,130.0,0.0,34.0,2621.0,57.13328333333333,39.8035,206.891000091787,870.842414200424,0.252364730328783,1,1077.733414292211,0.8080313764534616,0.0002341624811684257,0.0012197955938964074
2018-06-09,B-G-14,50.0,0.0,0.0,0.0,0.0,34.0,G,1.0,0.0,1.0,0.0,2628.0,30.54422083333333,69.87397916666667,877.964314264894,1404.84294706173,0.713482279244404,1,2282.807261326624,0.6154014711891724,0.00031254600041432013,0.0008126552157667042
2018-06-14,B-G-14,54.0,0.0,0.0,0.0,0.0,34.0,G,0.0,5.0,0.0,5.0,2633.0,26.974854166666663,70.71476666666666,459.449815899666,1470.46447797175,0.479552154170676,1,1929.914293871416,0.7619325286316172,0.00024848365323451355,0.0010437530663314051
2018-06-19,B-G-14,54.0,0.0,0.0,0.0,0.0,34.0,G,0.0,10.0,0.0,10.0,2638.0,26.435558333333333,71.80192916666667,687.161588451436,1094.74385730111,0.481916905498387,1,1781.905445752546,0.6143669743591644,0.00027045032420048567,0.0007013152562622404
2018-07-02,B-G-14,54.0,0.0,0.0,0.0,0.0,34.0,G,0.0,23.0,0.0,1.0,2651.0,24.324975,70.33755833333333,399.272251217361,1280.31395724234,0.4237964175525,1,1679.5862084597009,0.7622793940517517,0.00025232192037415646,0.00106142216560346
2018-07-22,B-G-14,54.0,0.0,0.0,0.0,0.0,34.0,G,0.0,43.0,0.0,21.0,2671.0,23.7974,69.27739583333333,407.929815075544,1225.71508250778,0.364850732565059,1,1633.6448975833239,0.7502946841880994,0.00022333539749353628,0.0008943958472304672
2018-08-14,B-G-14,54.0,0.0,0.0,0.0,0.0,34.0,G,0.0,66.0,0.0,44.0,2694.0,24.77835416666667,70.0610875,380.167656312477,1206.3339760936,0.34833484125418,1,1586.501632406077,0.7603736116325847,0.0002195616027989192,0.000916266377400259
2018-09-03,B-G-14,54.0,0.0,0.0,0.0,0.0,34.0,G,0.0,86.0,0.0,64.0,2714.0,21.84969583333333,63.31638333333333,45.3341952511673,897.518081331138,0.236543582490663,1,942.8522765823053,0.9519180296032197,0.0002508808520334672,0.005217773938196737
2018-09-21,B-G-14,54.0,0.0,0.0,0.0,0.0,34.0,G,0.0,104.0,0.0,82.0,2732.0,22.8570375,58.98229583333333,32.5095757122904,647.042776317794,0.185711303949803,1,679.5523520300844,0.9521603072740875,0.0002732847637051242,0.005712510848906403
2018-10-08,B-G-14,54.0,0.0,0.0,0.0,0.0,34.0,G,0.0,121.0,0.0,99.0,2749.0,21.87335,63.29747916666667,115.310895862837,684.512918206001,0.168021079219804,1,799.823814068838,0.8558296291826683,0.00021007261382360268,0.0014571136401512834
2018-10-29,B-G-14,54.0,0.0,0.0,0.0,0.0,34.0,G,0.0,142.0,0.0,120.0,2770.0,20.5144875,65.10006666666666,152.030464549172,638.515133128156,0.207381953801266,1,790.545597677328,0.8076891895978587,0.000262327630955845,0.0013640815636276069
2018-11-07,B-G-14,76.0,0.0,0.0,0.0,0.0,34.0,G,0.0,151.0,0.0,129.0,2779.0,19.61650416666667,65.75850833333332,211.57619161343,788.265855485916,0.205887592752665,1,999.842047099346,0.7883903840339218,0.00020592011843267445,0.0009731132372816379
2018-12-08,B-G-14,76.0,0.0,0.0,0.0,0.0,34.0,G,0.0,182.0,0.0,26.0,2810.0,19.39762083333333,69.02971666666666,216.414181916901,1036.67558325939,0.24272332130849,1,1253.089765176291,0.8272955474291542,0.00019369986736292788,0.0011215684626513583
2019-01-03,B-G-14,76.0,0.0,0.0,0.0,0.0,34.0,G,0.0,208.0,0.0,52.0,2836.0,23.6843,63.680708333333335,146.317286212075,614.479291895,0.189001273374979,1,760.796578107075,0.8076788323941669,0.00024842550402267823,0.001291722107947225
2019-01-29,B-G-14,76.0,0.0,0.0,0.0,0.0,34.0,G,0.0,234.0,0.0,78.0,2862.0,17.9628625,70.51458333333333,262.463454940802,1104.5280930928,0.49943951475578,1,1366.991548033602,0.8079992116130111,0.00036535669549253374,0.001902891642070426
2019-02-10,B-G-14,54.0,0.0,0.0,0.0,0.0,34.0,G,0.0,246.0,0.0,90.0,2874.0,18.808433333333333,71.15247083333334,225.339948383642,1082.85002134555,0.390046293124076,1,1308.189969729192,0.8277467695075742,0.0002981572265110849,0.001730923859359464
2019-02-22,B-G-14,56.0,0.0,0.0,0.0,0.0,34.0,G,0.0,258.0,0.0,102.0,2886.0,18.16027083333333,70.77322916666667,235.129060499218,1125.4979866536,0.463854767376445,1,1360.627047152818,0.8271906611064085,0.00034091249938554796,0.0019727666431006204
2019-03-10,B-G-14,66.0,0.0,0.0,0.0,0.0,34.0,G,0.0,274.0,0.0,118.0,2902.0,19.015191666666663,70.76249583333333,191.512922062311,805.365255040164,0.40269538542709,1,996.878177102475,0.8078873362250117,0.00040395646597216517,0.002102706078997992
2019-03-21,B-G-14,66.0,0.0,0.0,0.0,0.0,34.0,G,0.0,285.0,0.0,129.0,2913.0,17.785729166666666,71.50959166666667,261.602129610274,1104.28160419006,0.228913927586025,1,1365.883733800334,0.8084740866761686,0.00016759400666490975,0.0008750461165092701
2019-04-03,B-G-14,66.0,0.0,0.0,0.0,0.0,34.0,G,0.0,298.0,0.0,142.0,2926.0,17.714041666666667,72.17991666666667,278.855173317969,1177.47804538592,0.383182953812338,1,1456.333218703889,0.8085224111236402,0.00026311488942988207,0.001374128904452519
2019-04-14,B-G-14,68.0,0.0,0.0,0.0,0.0,34.0,G,0.0,309.0,0.0,153.0,2937.0,16.693766666666665,73.6220625,151.294464471148,1440.66956862019,0.380242748953083,1,1591.964033091338,0.9049636415608219,0.00023885134403112913,0.002513262797037731
