Universal,START_TIME,WHP,WHT
B-G-14,2020-02-01,26.84816524234694,67.75275858843537
B-G-14,2020-03-01,16.98912896825397,68.60901055555556
B-G-14,2020-04-01,17.478520094417078,68.06349788587849
B-G-14,2020-05-01,16.982924861111112,58.35329946428572
B-G-14,2020-06-01,15.762128981937604,60.79785225779967
B-G-14,2020-07-01,15.801360238095238,69.07594831349206
B-G-14,2020-08-01,17.086378168803417,36.931002442002445
B-G-14,2020-09-01,17.67848303854875,16.30749702947846
B-G-14,2020-10-01,18.178094866529776,58.665964212379
B-G-14,2020-11-01,14.670029702555508,62.64272121910348
B-G-14,2020-12-01,5.14251206171108,67.93259130434782
B-G-14,2021-01-01,0.0,67.2572497420635
B-G-14,2021-02-01,8.157779525288376,65.20225141969831
B-G-14,2021-03-01,17.06653325986776,60.77452722901223
B-G-14,2021-04-01,16.676176373626372,56.841669843617915
B-G-14,2021-05-01,17.54186849206349,53.377635416666664
B-G-14,2021-06-01,16.42969374741201,58.78053780538302
B-G-14,2021-07-01,16.73927868287741,57.75650731509626
B-G-14,2021-08-01,16.078299254483174,59.56446443683256
B-G-14,2021-09-01,16.435868307498954,56.80165877670716
B-G-14,2021-10-01,16.53402281690141,56.78690621730382
B-G-14,2021-11-01,17.339731711822658,56.530885857963874
B-G-14,2021-12-01,15.140077628410916,57.03453569422151
B-G-14,2022-01-01,14.8795305793767,55.89983436519556
B-G-14,2022-02-01,15.08146580952381,55.271022333333335
B-G-14,2022-03-01,15.112023774458239,54.29758680833158
B-G-14,2022-04-01,14.538704469146237,55.090766356720195
B-G-14,2022-05-01,15.667660734126985,53.07906781746032
B-G-14,2022-06-01,16.05095868226601,51.51800738916256
B-G-14,2022-07-01,14.580472318055556,50.58942021825397
B-G-14,2022-08-01,4.351176677645122,48.596512680115275
B-G-14,2022-09-01,12.819356602733686,45.147973831569665
B-G-14,2022-10-01,15.465143137647765,45.70395742336205
B-G-14,2022-11-01,15.68646315681445,43.104262130541876
B-G-14,2022-12-01,14.548974888037167,43.732308013937285
B-G-14,2023-01-01,14.784885901042932,39.82496570458404
B-G-14,2023-02-01,16.35558366013072,35.83958548085901
B-G-14,2023-03-01,16.316903879571633,33.216996605374824
B-G-14,2023-04-01,17.5346536360974,34.208637386513935
B-G-14,2023-05-01,17.684841682624782,35.75663531700531
B-G-14,2023-06-01,23.013506393318966,64.39114436088876
B-G-14,2023-07-01,19.187058982302638,70.42810861777271
B-G-14,2023-08-01,18.82875301332539,76.12332829146963
B-G-14,2023-09-01,17.87119073889118,62.9538839318684
B-G-14,2023-10-01,17.259554436913994,46.431970380047986
B-G-15,2018-01-01,33.99458263305322,76.57068525410163
B-G-15,2018-02-01,37.76362741433022,77.45717069425902
B-G-15,2018-03-01,34.87806294579891,77.27479087245618
B-G-15,2018-04-01,31.2155602672148,75.00426663926002
B-G-15,2018-05-01,31.96817751984127,77.49802406746032
B-G-15,2018-06-01,30.509156178160918,76.51336676929392
B-G-15,2018-07-01,29.006604345238095,75.7135139484127
B-G-15,2018-08-01,23.694491944444444,57.052730873015875
B-G-15,2018-09-01,22.315763772577995,49.52600379720854
B-G-15,2018-10-01,20.53890123015873,42.90583688492063
B-G-15,2018-11-01,20.029848530351437,48.528710132359656
B-G-15,2018-12-01,19.71976241666667,54.4891291468254
B-G-15,2019-01-01,20.884061076892507,18.81638978740314
B-G-15,2019-02-01,24.49105997265892,69.44004506721349
B-G-15,2019-03-01,26.836170235775878,73.22003363798926
B-G-15,2019-04-01,27.882144519704433,74.24044064039408
B-G-15,2019-05-01,28.77097879884226,74.50767027082902
B-G-15,2019-06-01,29.00797592364532,76.05035665024631
B-G-15,2019-07-01,28.779924415584414,75.6847355044955
B-G-15,2019-08-01,28.397078422412083,73.80660884164514
B-G-15,2019-09-01,28.075717163412126,73.62730145940391
B-G-15,2019-10-01,27.470427619047616,74.15858301587302
B-G-15,2019-11-01,27.117197105643992,71.66464052098408
B-G-15,2019-12-01,24.47862468253968,72.75286107142857
B-G-15,2020-01-01,25.892427172666817,72.39378592066039
B-G-15,2020-02-01,26.641301169217687,73.3045881590136
B-G-15,2020-03-01,23.449526726190474,73.89694182539682
B-G-15,2020-04-01,22.548752216748767,73.94947068965517
B-G-15,2020-05-01,21.688324372996032,74.6372226984127
B-G-15,2020-06-01,21.221832060755336,74.38590710180624
B-G-15,2020-07-01,21.01386503968254,75.09225972222222
B-G-15,2020-08-01,14.006512352309345,60.15566136770498
B-G-15,2020-09-01,0.9984943853820597,71.03488332225913
B-G-15,2020-10-01,0.22404524886877827,61.11181812109459
B-G-15,2020-11-01,18.06512462006079,31.16251337386018
B-G-15,2020-12-01,5.328388455219395,44.11098046483671
B-G-15,2021-01-01,14.201114107142859,33.536133035714286
B-G-15,2021-02-01,15.74568580079858,41.3543674578527
B-G-15,2021-03-01,15.18242416349429,28.070071669004207
B-G-15,2021-04-01,16.969380557903634,41.08369911242604
B-G-15,2021-05-01,16.389184863095238,40.750760535714285
B-G-15,2021-06-01,15.630014327122154,41.958516521739135
B-G-15,2021-07-01,16.03277663627153,41.10595448834853
B-G-15,2021-08-01,15.282051662301027,28.766892967962924
B-G-15,2021-09-01,15.473513007959783,24.788085232509427
B-G-15,2021-10-01,15.229801911468812,31.47371114688129
B-G-15,2021-11-01,16.574583866995074,30.372082286535303
B-G-15,2021-12-01,14.621576056902423,30.74110855539972
B-G-15,2022-01-01,20.65462532942899,57.83917358293244
B-G-15,2022-02-01,16.291368328571426,51.921252595238094
B-G-15,2022-03-01,15.057392131285503,52.782175152535245
B-G-15,2022-04-01,14.44494663567202,49.87675329670329
B-G-15,2022-05-01,15.410265634920636,50.40043785714286
B-G-15,2022-06-01,15.211089224137933,48.66330246305419
B-G-15,2022-07-01,14.789820198412697,49.51844642857142
B-G-15,2022-08-01,15.173249320708111,49.23179407163442
B-G-15,2022-09-01,17.21568082010582,42.70533024691358
B-G-15,2022-10-01,30.608493594637853,51.157396438575425
B-G-15,2022-11-01,35.00648530377668,55.120220114942526
B-G-15,2022-12-01,29.359867554471542,48.96981651567944
B-G-15,2023-01-01,0.8953193152089407,2.0120039358600583
B-G-15,2023-02-01,-0.20174476114379084,0.0
B-G-15,2023-03-01,-0.24103313336027482,0.0
B-G-15,2023-04-01,-0.12316293926356732,14.518603428448275
B-G-15,2023-05-01,-0.15402351945329268,28.43873653990049
B-G-15,2023-06-01,-0.15738920449182403,28.876124095682815
B-G-15,2023-07-01,-0.1617518499583085,28.706653792827343
B-G-15,2023-08-01,-0.10870463242362077,28.693906698172068
B-G-15,2023-09-01,-0.09582682679449019,28.555132049646634
B-G-15,2023-10-01,-0.07326399537923588,29.319203460095977
B-G-17,2018-01-01,31.594884653861545,75.57620158063224
B-G-17,2018-02-01,31.53432000445038,75.53400763239875
B-G-17,2018-03-01,29.803450876485996,75.20512303042514
B-G-17,2018-04-01,27.335502384378213,72.8174025282631
B-G-17,2018-05-01,22.819565912698412,72.29876438492063
B-G-17,2018-06-01,23.542097208538586,73.12333212233169
B-G-17,2018-07-01,22.39211468253968,73.34883595238095
B-G-17,2018-08-01,22.40857831349206,73.95699412698413
B-G-17,2018-09-01,22.425363382594416,74.40292335796387
B-G-17,2018-10-01,21.377790198412697,74.63647376984127
B-G-17,2018-11-01,18.63201464980545,67.09637720956087
B-G-17,2018-12-01,17.77554333730159,48.62915198412698
B-G-17,2019-01-01,17.966506143063285,46.70432016079159
B-G-17,2019-02-01,8.860154499886079,52.79992137161084
B-G-17,2019-03-01,17.30516926286509,51.97443510828531
B-G-17,2019-04-01,16.630942200328406,51.88699755747126
B-G-17,2019-05-01,16.55348574331329,45.84017860252955
B-G-17,2019-06-01,17.87396196633826,45.94196522988506
B-G-17,2019-07-01,19.84317590143481,40.75757302973591
B-G-17,2019-08-01,19.919416292469702,39.80036618319094
B-G-17,2019-09-01,46.83364672147996,48.65067282631038
B-G-17,2019-10-01,34.63866242063492,58.90248339285714
B-G-17,2019-11-01,26.913601221532094,53.16268283643892
B-G-17,2019-12-01,24.19452121031746,29.99507089285714
B-G-17,2020-01-01,21.612224673240082,9.515243246961706
B-G-17,2020-02-01,27.432551977040816,0.0
B-G-17,2020-03-01,27.007777398720684,5.694176332622601
B-G-17,2020-04-01,20.20535765599343,55.980940599343185
B-G-17,2020-05-01,16.963786210317462,35.174648313492064
B-G-17,2020-06-01,15.864359962049337,28.89542306858227
B-G-17,2020-08-01,16.374158644778205,0.0
B-G-17,2020-09-01,16.969756732348113,40.99668768472907
B-G-17,2020-10-01,9.348457164242943,51.39349582976904
B-G-17,2020-11-01,15.092578100815729,49.93546628320435
B-G-17,2020-12-01,16.3052740405867,52.28471462728551
B-G-17,2021-01-01,15.767061428571429,47.08143470238095
B-G-17,2021-02-01,15.944027970627502,34.20814846461949
B-G-17,2021-03-01,15.217237402597403,30.020408371628374
B-G-17,2021-04-01,3.4891676734693875,28.68494363265306
B-G-17,2021-10-01,14.492953729456383,0.7574276864728193
B-G-17,2021-12-01,3.085609641595154,28.74336845027764
B-G-17,2022-01-01,8.048607209606987,30.66787282179247
B-G-17,2022-02-01,11.80663993993994,16.871603174603177
B-G-17,2022-03-01,19.075994435351884,42.41926771101239
B-G-17,2022-04-01,15.758271998311882,53.18216066680735
B-G-17,2022-05-01,15.192079047619048,51.67934964285714
B-G-17,2022-06-01,15.04794735221675,43.73437465106733
B-G-17,2022-07-01,14.895785755952382,46.39829793650794
B-G-17,2022-08-01,15.283240540801645,34.86157652620761
B-G-17,2022-09-01,15.362325661375662,27.9238737654321
B-G-17,2022-10-01,15.157957142857143,0.0
B-G-17,2022-11-01,51.22093155339805,50.66535235783634
B-G-17,2022-12-01,35.21946173620609,45.88858679156909
B-G-17,2023-01-01,33.29544334227701,46.97457950205463
B-G-17,2023-02-01,31.383292320261436,50.86680259103641
B-G-17,2023-03-01,32.133318853118716,51.2091008249497
B-G-17,2023-04-01,28.80904654264958,58.98068598157247
B-G-17,2023-05-01,23.15967336450606,42.97536105892595
B-G-17,2023-06-01,39.33928196546525,53.187118146431985
B-G-17,2023-07-01,16.7739330864958,55.641185724743366
B-G-17,2023-08-01,16.91227483666401,58.26880873018862
B-G-17,2023-09-01,16.716217097941364,50.14586303623844
B-G-17,2023-10-01,16.465026589733526,49.67478174946557
B-G-18,2018-01-01,72.26787470988396,62.02192857142857
B-G-18,2018-02-01,27.198277881619937,72.62844363595906
B-G-18,2018-03-01,24.845967680838204,31.340137638525086
B-G-18,2018-04-01,24.69469608016444,29.906664110996918
B-G-18,2018-05-01,21.471251895476193,29.56309531746032
B-G-18,2018-06-01,21.0178473161679,28.737864757799674
B-G-18,2018-07-01,20.116815996586705,27.330087539682538
B-G-18,2018-08-01,27.113945059523807,28.52780154761905
B-G-18,2018-09-01,21.607772434318555,28.65875798440066
B-G-18,2018-10-01,20.277025396825398,13.387401011904762
B-G-18,2018-11-01,19.227216174665177,32.98007338169643
B-G-18,2018-12-01,19.370824484126985,37.75483202380952
B-G-18,2019-01-01,16.734491156462585,39.9777481079932
B-G-18,2019-02-01,17.65069601275917,23.66618603326498
B-G-18,2019-03-01,15.359436768802228,17.371674532431356
B-G-18,2019-04-01,16.6774105500821,34.176951621510675
B-G-18,2019-05-01,16.29144076461769,14.033201135146712
B-G-18,2019-06-01,17.736750631533102,10.891014220383274
B-G-18,2019-07-01,19.599489249324183,34.490957371594924
B-G-18,2019-08-01,19.84615420226505,29.83614055235446
B-G-18,2019-09-01,19.953998992805754,40.739386659815004
B-G-18,2019-10-01,18.563502083333333,42.03896049603175
B-G-18,2019-11-01,18.804877639751552,39.59040902691512
B-G-18,2019-12-01,17.303079146825397,37.900631011904764
B-G-18,2020-01-01,17.296463432698925,40.10082013299702
B-G-18,2020-02-01,16.361505846088434,40.61880038265306
B-G-18,2020-03-01,18.698237777777777,41.08393212301587
B-G-18,2020-04-01,17.17362551313629,46.02010763546798
B-G-18,2020-05-01,16.392254444444443,39.01219069444445
B-G-18,2020-06-01,15.014224285714286,34.55026568181818
B-G-18,2020-09-01,23.00032932330827,40.245477022556386
B-G-18,2020-10-01,29.18896812652068,37.68862061174835
B-G-18,2020-11-01,23.22319976992261,42.428486634595274
B-G-18,2020-12-01,17.98323475989552,43.75014305806711
B-G-18,2021-01-01,16.759700297619048,43.748538253968256
B-G-18,2021-02-01,16.868826056964842,44.02800927903872
B-G-18,2021-03-01,16.310683096903098,42.32087992007992
B-G-18,2021-04-01,17.27155108096651,35.46376233573548
B-G-18,2021-05-01,16.479498304443116,28.682973460848775
B-G-18,2021-06-01,14.550279211395539,28.420071552436003
B-G-18,2021-07-01,15.78372066869301,27.77882062816616
B-G-18,2021-08-01,15.073118732394367,27.491256277665997
B-G-18,2021-09-01,73.09315691066722,44.40004489019034
B-G-18,2021-10-01,22.804768724778047,55.264189669087976
B-G-18,2021-11-01,21.44455225779967,56.41652577996716
B-G-18,2021-12-01,19.462088185654007,57.55834820172795
B-G-18,2022-01-01,18.028524953212727,56.74685258889582
B-G-18,2022-02-01,16.665505480768168,31.8262382702404
B-G-18,2022-03-01,14.27187572519084,20.234578756815704
B-G-18,2022-04-01,16.82549646433991,52.319469976154345
B-G-18,2022-05-01,13.573613332738097,52.57477277777778
B-G-18,2022-06-01,14.633880958538589,27.483552750410507
B-G-18,2022-07-01,13.921468210337402,20.461723869346734
B-G-18,2022-08-01,14.946868231046933,25.416587880350697
B-G-18,2022-09-01,15.018016071428573,25.753270833333335
B-G-18,2022-10-01,14.742139595838335,26.257904601840735
B-G-18,2022-11-01,14.867266707717569,26.302404248768475
B-G-18,2022-12-01,13.902020960655738,25.07534976580796
B-G-18,2023-01-01,10.390761514624124,10.586124058496496
B-G-18,2023-02-01,9.116695705182073,3.5802742283309987
B-G-18,2023-03-01,15.310317108107043,2.4644394100201206
B-G-18,2023-04-01,15.419996699941004,0.8091157060001158
B-G-18,2023-05-01,3.873598481547619,0.8800316678571428
B-G-19,2018-01-01,27.445246271186473,46.73752132853141
B-G-19,2018-02-01,24.01258282153983,45.96783618157543
B-G-19,2018-03-01,25.15179750151118,61.32649530525891
B-G-19,2018-04-01,24.831912271325795,61.052067112024666
B-G-19,2018-05-01,22.862643055555555,61.564774960317465
B-G-19,2018-06-01,23.352571634236455,61.44113222495894
B-G-19,2018-07-01,21.393142063492064,71.21953263888888
B-G-19,2018-08-01,21.474034265873016,72.40713482142857
B-G-19,2018-09-01,21.90437736042693,68.65593934729064
B-G-19,2018-10-01,20.79694293650794,72.56004488095238
B-G-19,2018-11-01,19.635039560867153,68.65583677042802
B-G-19,2018-12-01,18.81544490079365,63.02171277777777
B-G-19,2019-01-01,18.256338301698303,66.90557466533465
B-G-19,2019-02-01,17.451270334928232,70.61501234905445
B-G-19,2019-03-01,17.32589462793474,44.301823656983686
B-G-19,2019-04-01,16.803170258620693,59.66490114942529
B-G-19,2019-05-01,16.807040628239687,56.939988036491805
B-G-19,2019-06-01,18.03509238505747,49.87433788998358
B-G-19,2019-07-01,20.09101798710751,50.69030744437513
B-G-19,2019-08-01,20.080712914762568,49.783288635008944
B-G-19,2019-09-01,20.015985590955808,45.100102076053446
B-G-19,2019-10-01,18.78215884920635,47.57801182539683
B-G-19,2019-11-01,19.034285300207042,45.514715072463765
B-G-19,2019-12-01,17.522207281746034,50.527086369047616
B-G-19,2020-01-01,17.493554437055725,53.3089820224719
B-G-19,2020-02-01,16.198478555909865,57.327369961734696
B-G-19,2020-03-01,15.85142791170635,51.456731210317464
B-G-19,2020-04-01,16.845322516420364,66.2639433908046
B-G-19,2020-05-01,16.61113196428572,67.55659317460317
B-G-19,2020-06-01,15.049028899835799,63.619319191297215
B-G-19,2020-07-01,14.73674021825397,59.60410303571428
B-G-19,2020-08-01,16.493464514663646,50.243636684303354
B-G-19,2020-09-01,16.922182142857146,55.074548973727424
B-G-19,2020-10-01,16.0200578902413,50.27428797779202
B-G-19,2020-11-01,17.28636961341038,39.345755866973434
B-G-19,2020-12-01,16.873556045810734,45.76499572031344
B-G-19,2021-01-01,15.786703710317465,35.18998257936508
B-G-19,2021-02-01,16.138772073876282,34.3744580329328
B-G-19,2021-03-01,15.47616591408592,31.31655100899101
B-G-19,2021-04-01,16.80487871979653,28.739021937261555
B-G-19,2021-05-01,17.699982109982074,28.740118748754732
B-G-19,2021-06-01,15.685572729149467,28.66558142031379
B-G-19,2021-07-01,16.014403181357654,27.999738358662615
B-G-19,2021-08-01,10.494433158953726,27.71048152917505
B-G-19,2021-09-01,10.624244145199066,27.42757661982826
B-G-19,2021-10-01,15.99456989507668,10.219338801452786
B-G-19,2021-11-01,17.36535484400657,0.0
B-G-19,2021-12-01,16.593173131868138,0.0
B-G-19,2022-01-01,15.198468891661472,0.0
B-G-19,2022-02-01,15.495362496872657,0.0
B-G-19,2022-03-01,3.064640476190477,26.124137589549097
B-G-19,2022-04-01,0.0,29.158485271154248
B-G-19,2022-05-01,0.0,29.36542278664732
B-G-19,2022-06-01,0.0,30.34266917293233
B-G-19,2022-07-01,14.23976799241072,0.2795049107142857
B-G-19,2022-08-01,14.939619938335051,0.0
B-G-19,2022-09-01,13.366551500507057,0.0
B-G-19,2022-10-01,6.331987306295401,17.599418785310736
B-G-19,2022-11-01,0.0,28.789096387520527
B-G-19,2022-12-01,0.0,28.56520400468384
B-G-19,2023-01-01,0.0,27.15769707517525
B-G-19,2023-02-01,0.0,27.507841690009336
B-G-19,2023-03-01,0.0,27.635003380281688
B-G-19,2023-04-01,0.0,28.114937051301713
B-G-19,2023-05-01,0.0,28.600014077506817
B-G-19,2023-06-01,0.0,29.15373237323823
B-G-19,2023-07-01,0.0,29.119343359490696
B-G-19,2023-08-01,0.0,29.360169266972175
B-G-19,2023-09-01,0.0,28.977360401963004
B-G-19,2023-10-01,0.0,29.440763130067815
B-G-20,2018-01-01,85.7919355542217,67.70298279311726
B-G-20,2018-02-01,86.67262516688919,65.9320139964397
B-G-20,2018-03-01,74.66651462824905,70.54795480556115
B-G-20,2018-04-01,82.43371129737307,63.32602793422405
B-G-20,2018-05-01,85.37674561507936,63.19471623015873
B-G-20,2018-06-01,83.57278951149425,65.93910636288999
B-G-20,2018-07-01,81.6876060515873,64.48774319444445
B-G-20,2018-08-01,80.78508716269842,66.71952795634921
B-G-20,2018-09-01,77.77311724137931,68.87818214285714
B-G-20,2018-10-01,76.8038801984127,67.99322198412698
B-G-20,2018-11-01,73.5845759421901,67.38399913841022
B-G-20,2018-12-01,78.68969240079365,70.4955980952381
B-G-20,2019-01-01,59.525919855740334,69.31696187136846
B-G-20,2019-02-01,45.059299612049294,65.4658412825194
B-G-20,2019-03-01,75.25502168722642,69.68573060087544
B-G-20,2019-04-01,74.214801272578,70.7280855090312
B-G-20,2019-05-01,69.16681901306241,67.79146554012026
B-G-20,2019-06-01,71.67590420771758,67.9280736453202
B-G-20,2019-07-01,64.57661758703482,66.69761224489795
B-G-20,2019-08-01,59.41170961653089,46.8140094973177
B-G-20,2019-09-01,67.97805882836587,67.68687983556012
B-G-20,2019-10-01,70.33220634920636,67.86511142857142
B-G-20,2019-11-01,66.94039660455486,68.07621716356108
B-G-20,2019-12-01,52.11447867063492,58.996239821428574
B-G-20,2020-01-01,67.88592726438891,68.25556191240541
B-G-20,2020-02-01,58.73677025935374,66.78028433248299
B-G-20,2020-03-01,59.1259495436508,61.597799940476186
B-G-20,2020-04-01,65.86659431444991,66.29844846059113
B-G-20,2020-05-01,65.88423222222222,67.7608410515873
B-G-20,2020-06-01,64.65585722495895,68.346327545156
B-G-20,2020-07-01,62.3198712530754,68.69118067460317
B-G-20,2020-08-01,49.39414983974359,61.28162548076922
B-G-20,2020-09-01,61.14484226190476,68.44199133825944
B-G-20,2020-10-01,56.284345910740974,67.18860491138159
B-G-20,2020-11-01,55.862786069859865,70.703601819703
B-G-20,2020-12-01,54.963933875828815,70.3958627084589
B-G-20,2021-01-01,53.40151454365079,70.2726692063492
B-G-20,2021-02-01,52.01333954161104,70.21750792167335
B-G-20,2021-03-01,52.88377252747253,62.12116033966034
B-G-20,2021-04-01,44.55569715559329,52.977252918700906
B-G-20,2021-05-01,17.16317230524009,54.58255277943814
B-G-20,2021-06-01,15.869982741535921,53.004939017341044
B-G-20,2021-07-01,16.00982820668693,51.04143134751773
B-G-20,2021-08-01,15.291616961770623,50.1670022334004
B-G-20,2021-09-01,15.77885151641916,49.26578987659485
B-G-20,2021-10-01,15.575802582728006,48.09445266343826
B-G-20,2021-11-01,16.877980829228242,47.501773152709355
B-G-20,2021-12-01,14.515920253164555,38.781881595338554
B-G-20,2022-01-01,5.056761568901986,28.143552338244717
B-G-20,2022-02-01,-0.010220169257476189,27.718510404761904
B-G-20,2022-03-01,1.2856306089797513,27.909148103666247
B-G-20,2022-04-01,13.84994070874657,28.931706562565942
B-G-20,2022-05-01,15.030689087301587,28.948651944444443
B-G-20,2022-06-01,14.948628409277505,28.506083887520525
B-G-20,2022-07-01,13.806674147373016,28.388134384920633
B-G-20,2022-08-01,14.981050811921891,16.88122828365879
B-G-20,2022-09-01,15.052129320987655,0.0
B-G-20,2022-10-01,22.693691203757503,0.0
B-G-20,2022-11-01,19.25648214333904,0.0
B-G-20,2022-12-01,14.031276077523966,0.0
B-G-20,2023-01-01,8.884440038054146,0.0
B-G-20,2023-02-01,4.788695964947479,0.0
B-G-20,2023-03-01,17.702533091545273,27.233551911468815
