DATE_STAMP,END_TIME,WHP_BARG,WHT_DEG_C,CORR_OIL_RATE_STBD,CORR_GAS_RES_RATE_MMSCFD,CORR_WTR_RATE_STBD,Universal
24/04/2019 09:00,24/04/2019 15:00,16.6,58.5,274.0548914,0.697667798,130.8129305,B-G-19
18/05/2019 10:00,18/05/2019 15:00,15,57,250.7447229,1.036513907,177.8599745,B-G-19
20/06/2019 08:30,20/06/2019 14:30,19.8,51.5,289.040307,0.751556926,144.25184,B-G-19
30/06/2019 08:30,30/06/2019 14:30,19.5,52,233.968983,0.633289667,202.6232652,B-G-19
13/07/2019 09:00,13/07/2019 14:00,20,51,173.8208706,0.759961158,61.51964059,B-G-19
18/07/2019 10:30,18/07/2019 16:30,30,43,23.08110292,0.002350366,14.896,B-G-19
20/07/2019 08:30,20/07/2019 14:30,21,59,184.511719,0.383841658,48.94334528,B-G-19
30/07/2019 08:30,30/07/2019 14:30,18.6,53,33.00031421,0.002900908,313.2,B-G-19
13/08/2019 09:00,13/08/2019 15:00,21,44,1.891290269,0.123844448,18.0470844,B-G-19
25/08/2019 10:00,25/08/2019 15:00,21.5,47,19.97965281,0.002079043,84.48,B-G-19
02/09/2019 09:00,02/09/2019 15:00,21,53,217.3508715,0.505895985,57.84262952,B-G-19
29/09/2019 09:00,29/09/2019 15:00,17.5,40.8,20.8706825,0.133497995,2.468685646,B-G-19
18/10/2019 09:00,18/10/2019 15:00,19,44.6,0,0.22431672,0.05610762,B-G-19
06/12/2019 09:00,06/12/2019 15:00,17.6,45.5,0.381134165,0.191211012,39.68660877,B-G-19
13/12/2019 09:00,13/12/2019 15:00,18.8,44,0.570631652,0.388075791,59.56374857,B-G-19
23/12/2019 09:00,23/12/2019 15:00,18.2,52,3.57850272,0.272580665,72.43174131,B-G-19
10/01/2020 09:00,10/01/2020 15:00,21,57.7,6.334173005,0.148278257,60.17214608,B-G-19
20/01/2020 10:00,20/01/2020 14:00,17.3,47.6,7.127864879,0.265405854,142.6434267,B-G-19
07/02/2020 09:00,07/02/2020 15:00,17,57,106.7119789,0.511478445,169.6449817,B-G-19
12/02/2020 09:00,12/02/2020 15:00,16.5,55,241.4924252,0.832291068,28.80470233,B-G-19
13/02/2020 09:00,13/02/2020 15:00,15,62,554.9913044,1.280992404,253.6501016,B-G-19
24/02/2020 09:00,24/02/2020 14:00,15.5,62,429.4680081,1.080931774,195.5591716,B-G-19
29/02/2020 08:30,29/02/2020 14:30,15.5,65,334.9209639,1.363520395,238.5300876,B-G-19
05/03/2020 13:30,05/03/2020 17:30,15,48,84.11318724,0.180351058,71.91799891,B-G-19
08/03/2020 09:00,08/03/2020 15:00,16,65,408.7752333,1.257150533,235.5376421,B-G-19
31/03/2020 10:00,31/03/2020 16:00,17.2,63,439.8875632,1.124959006,201.6468196,B-G-19
07/04/2020 09:30,07/04/2020 15:30,17.3,64.5,372.5172735,1.535676832,266.8648743,B-G-19
14/04/2020 09:00,14/04/2020 15:00,17,67,261.3248064,1.973641033,372.0357347,B-G-19
21/04/2020 09:00,21/04/2020 15:00,17,67,333.5140288,2.053895731,318.8775605,B-G-19
29/04/2020 09:00,29/04/2020 15:00,16.8,65.3,266.0080934,1.793189216,306.9053376,B-G-19
10/05/2020 08:30,10/05/2020 14:30,21.9,67,244.0218104,1.761580343,319.8093981,B-G-19
19/05/2020 09:00,19/05/2020 13:30,16.7,65,51.25196012,1.957960571,630.8582409,B-G-19
28/05/2020 09:00,28/05/2020 15:00,16.5,67.5,86.41147096,1.644176986,618.4137877,B-G-19
04/06/2020 08:00,04/06/2020 14:00,16,67,124.3998437,1.763513423,534.4937449,B-G-19
16/06/2020 08:00,16/06/2020 13:00,16,68,232.9434519,1.834035112,306.8103318,B-G-19
22/06/2020 10:00,22/06/2020 15:00,14.5,51.5,17.62052103,0.465754618,166.6817061,B-G-19
24/06/2020 08:00,24/06/2020 14:00,14.8,56,138.0107032,0.59279767,119.3547851,B-G-19
08/07/2020 09:00,08/07/2020 15:00,14.7,56.1,38.03024424,0.330808228,160.3123162,B-G-19
11/07/2020 09:00,11/07/2020 15:00,15.5,60,154.2063078,1.095519818,654.1493454,B-G-19
15/07/2020 08:30,15/07/2020 14:30,16.1,59,43.35400495,0.759788484,183.0444536,B-G-19
22/07/2020 08:00,22/07/2020 14:00,14.6,57.5,139.9664145,0.221997334,346.0973536,B-G-19
26/07/2020 10:30,26/07/2020 15:30,15.8,57.8,133.5441397,0.719551251,425.6742633,B-G-19
01/08/2020 09:00,01/08/2020 15:00,15.2,60,124.8792384,0.804587618,528.9702999,B-G-19
05/09/2020 09:00,05/09/2020 15:00,14.7,56,19.15687632,0.116257582,385.0898209,B-G-19
11/09/2020 09:00,11/09/2020 15:00,22.6,53.5,28.15358896,0.572459557,138.4236591,B-G-19
26/09/2020 09:00,26/09/2020 15:00,15.5,54.7,29.60510974,0.533685742,177.2669562,B-G-19
06/10/2020 09:00,06/10/2020 15:00,15.6,60,28.81924654,0.533645962,158.4976968,B-G-19
19/10/2020 10:30,19/10/2020 15:30,17,42,248.6693009,0.735588037,65.69109707,B-G-19
04/11/2020 10:00,04/11/2020 16:00,22,44,13.59416507,0.001333138,57.6,B-G-19
30/11/2020 10:00,30/11/2020 15:00,15.5,52,0,0.267536688,192.1953077,B-G-19
25/01/2018 09:00,25/01/2018 15:00,88,67,57.379166,5.586515754,252.5187282,B-G-20
10/02/2018 09:00,10/02/2018 15:00,86.5,66.5,49.72937544,4.695222316,103.6545471,B-G-20
28/02/2018 09:00,28/02/2018 15:00,78,71,59.80322073,8.831579191,304.2807265,B-G-20
07/03/2018 09:00,07/03/2018 15:00,76,70.5,43.61113816,8.647442085,274.486882,B-G-20
17/03/2018 09:00,17/03/2018 12:00,71,71.5,29.35323766,9.144333879,293.6294244,B-G-20
26/03/2018 09:30,26/03/2018 15:30,79,68,41.73436816,5.447820747,184.0486974,B-G-20
14/04/2018 09:30,14/04/2018 15:30,87,64,1.18880309,4.206192453,65.08330088,B-G-20
14/05/2018 10:00,14/05/2018 16:00,82,66,3.378298648,5.965236689,71.309113,B-G-20
05/06/2018 11:00,05/06/2018 15:00,85.5,65.5,238.1085642,6.141955048,207.2619689,B-G-20
06/06/2018 11:00,06/06/2018 13:00,85,64,7.581771635,3.39788063,73.52156922,B-G-20
13/07/2018 09:30,13/07/2018 14:30,82,66,14.46450412,4.455126511,63.1282148,B-G-20
21/07/2018 13:30,21/07/2018 15:30,80,63,9.112017863,3.731229809,87.36298733,B-G-20
25/07/2018 14:45,25/07/2018 15:45,81.5,62,9.287828118,1.95891193,88.66141473,B-G-20
25/08/2018 12:00,25/08/2018 15:00,79,67,2.765980607,2.9784048,144.3147969,B-G-20
30/09/2018 11:00,30/09/2018 14:00,78,70,10.49663055,5.829236378,214.9897841,B-G-20
24/11/2018 08:00,24/11/2018 13:00,71,70,28.6813835,6.331566092,278.086678,B-G-20
27/02/2019 09:00,27/02/2019 13:00,39.5,61,0,3.16935366,1.585618605,B-G-20
12/03/2019 09:00,12/03/2019 15:00,73.5,73.5,45.09531959,9.84469857,202.2362256,B-G-20
19/03/2019 10:30,19/03/2019 16:30,75.7,68,15.91525847,4.012687688,155.7762046,B-G-20
20/04/2019 10:30,20/04/2019 15:30,75.5,72,10.19380447,7.729152646,213.0705188,B-G-20
22/04/2019 11:00,22/04/2019 15:00,73,72,9.642159413,7.574041769,200.8191513,B-G-20
25/07/2019 11:30,25/07/2019 15:30,35.6,61.5,0,3.0469374,1.284463679,B-G-20
14/08/2019 09:00,14/08/2019 15:00,69.5,73,54.46787753,9.379088441,243.291575,B-G-20
14/09/2019 09:00,14/09/2019 15:00,71,67,6.360275588,3.492792532,130.7437582,B-G-20
14/09/2019 10:00,14/09/2019 15:00,65.7,66,29.08250899,3.104258978,279.9059531,B-G-20
26/09/2019 09:00,26/09/2019 15:00,71,67,6.360275588,3.492792532,130.7437582,B-G-20
12/10/2019 10:00,12/10/2019 15:00,71.6,68,3.689372437,3.574621118,193.4911451,B-G-20
26/10/2019 09:00,26/10/2019 15:00,70,71.8,23.2219018,6.933017345,230.0103064,B-G-20
23/11/2019 09:30,23/11/2019 14:30,69.5,69,5.430731568,3.667772926,113.0140264,B-G-20
05/02/2020 12:00,05/02/2020 15:00,26,61,17.71095272,2.953055357,925.9105111,B-G-20
05/02/2020 17:30,05/02/2020 21:30,66,71,1.308350253,8.107594701,145.3052017,B-G-20
28/09/2020 11:30,28/09/2020 14:30,60,73.5,7.232312096,9.455019298,387.3857783,B-G-20
24/10/2020 09:00,24/10/2020 15:00,51.5,65.8,2.915977378,3.66941681,154.0112867,B-G-20
07/11/2020 09:00,07/11/2020 15:00,58,71,1.662089788,5.700907707,84.94950088,B-G-20
11/11/2020 08:30,11/11/2020 14:30,49,74,0,8.465176,95.83096682,B-G-20
12/11/2020 10:00,12/11/2020 16:00,53.5,70,0,4.545071,85.5690452,B-G-20
14/12/2020 09:00,14/12/2020 15:00,56,71,4.670868229,4.678385225,248.5153028,B-G-20
06/01/2021 09:00,06/01/2021 15:00,54,70,0.829147125,3.740964658,91.35955155,B-G-20
04/02/2021 10:00,04/02/2021 16:00,53,70,36.81110199,4.532674643,228.0981306,B-G-20
12/02/2021 10:00,12/02/2021 16:00,51,70,153.8807629,4.265277081,118.0920203,B-G-20
23/02/2021 10:00,23/02/2021 15:00,51.7,69,36.51783964,5.069141312,228.5088461,B-G-20
01/03/2021 09:00,01/03/2021 15:00,51.7,69.5,10.64792061,4.461627659,104.9789557,B-G-20
30/04/2021 09:00,30/04/2021 15:00,16.6,56,0,1.95871916,1.476911346,B-G-20
23/05/2021 11:00,23/05/2021 15:00,17,54,0,3.0739494,2.185326547,B-G-20
19/06/2021 11:00,19/06/2021 15:00,15,52,0,1.52897076,0.954473184,B-G-20
24/06/2021 09:00,24/06/2021 15:00,15,51,0,1.29615664,0.818209888,B-G-20
29/06/2021 09:00,29/06/2021 15:00,15.5,52.5,0,1.2866716,0.623892867,B-G-20
09/07/2021 09:00,09/07/2021 15:00,18,50,0,1.4237668,0.566323516,B-G-20
15/07/2021 09:00,15/07/2021 15:00,16,51,0,1.29290424,0.58243671,B-G-20
25/07/2021 09:00,25/07/2021 15:00,15.8,50,0,1.21308944,0.590939255,B-G-20
03/08/2021 09:00,03/08/2021 15:00,15,51.6,0,1.21866672,0.65993774,B-G-20
08/09/2021 09:00,08/09/2021 15:00,15,50.8,0,0.83896264,0.358616682,B-G-20
21/09/2021 09:00,21/09/2021 15:00,16.5,49.5,0,0.81756748,0.306844678,B-G-20
01/11/2021 10:30,01/11/2021 15:30,15.5,48,0,0.645018432,0.283046354,B-G-20
30/11/2021 09:00,30/11/2021 15:00,15.5,47.5,0,0.44113888,0.169554692,B-G-20
03/12/2021 09:00,03/12/2021 15:00,15.5,46,0,0.438031,0.155327721,B-G-20
13/12/2021 09:00,13/12/2021 15:00,14.8,47,0,0.38574856,0.126656042,B-G-20
27/02/2023 09:00,27/02/2023 15:00,17,64,53.39809683,0.539968118,1083.387445,B-G-20
03/03/2023 09:00,03/03/2023 15:00,16.7,65,46.20514193,0.257030328,967.0498957,B-G-20
03/10/2023 09:30,03/10/2023 14:30,17,57.5,127.1597823,0.017001408,926.0861544,B-G-20
06/06/2019 18:00,07/06/2019 00:00,27,60,1729.615285,2.496873484,323.1714187,B-G-21
11/06/2019 00:00,11/06/2019 03:00,22.7,58,685.7860954,2.093700549,368.6260191,B-G-21
18/06/2019 16:00,18/06/2019 19:00,68,65,2094.693487,11.38732365,255.7474521,B-G-21
25/06/2019 14:30,25/06/2019 20:30,70,66,2126.644044,11.32822312,288.3293719,B-G-21
28/06/2019 09:00,28/06/2019 15:00,66,66,2294.219028,12.76292864,281.3978482,B-G-21
03/07/2019 09:00,03/07/2019 15:00,56,65,2358.840963,12.90466006,291.1896807,B-G-21
08/07/2019 09:00,08/07/2019 15:00,50.5,64.5,1280.042697,12.14233083,593.4997631,B-G-21
12/07/2019 09:00,12/07/2019 15:00,49,63.8,1518.30604,11.44647205,317.0434648,B-G-21
24/07/2019 08:30,24/07/2019 13:30,47,63,988.1174577,11.88613802,498.4605738,B-G-21
07/08/2019 10:00,07/08/2019 15:00,46.8,62.5,809.471254,12.04323406,511.8236175,B-G-21
12/08/2019 09:30,12/08/2019 15:30,48.5,62.5,946.3668602,12.06743085,259.8939917,B-G-21
18/08/2019 10:00,18/08/2019 15:00,49,62,869.1524277,11.82712195,238.6900683,B-G-21
24/08/2019 09:00,24/08/2019 15:00,48.8,62,821.1955168,11.76827014,225.6536825,B-G-21
29/08/2019 09:00,29/08/2019 15:00,51,62,645.1902656,11.68903459,374.2503157,B-G-21
04/09/2019 10:00,04/09/2019 15:00,50,68,690.1860931,13.97786023,321.7116006,B-G-21
11/09/2019 09:00,11/09/2019 15:00,41,62,804.8310853,11.9686233,277.6983902,B-G-21
19/09/2019 09:00,19/09/2019 15:00,45,61.7,1026.676776,11.32466259,333.1170742,B-G-21
21/09/2019 09:00,21/09/2019 15:00,72,61,445.6113151,5.578129857,120.0534513,B-G-21
27/09/2019 09:00,27/09/2019 15:00,70,62,508.3096209,6.272237883,137.4698675,B-G-21
30/09/2019 09:00,30/09/2019 15:00,67,62.8,564.7979111,7.769121364,109.5754426,B-G-21
06/10/2019 10:00,06/10/2019 15:00,54.4,63,665.4098581,10.07521024,183.6906246,B-G-21
10/10/2019 09:00,10/10/2019 15:00,50.5,62.5,464.1635407,11.12913707,63.63943453,B-G-21
13/10/2019 10:00,13/10/2019 15:00,45.8,62,730.4426935,11.04411804,201.9070827,B-G-21
19/10/2019 09:00,19/10/2019 15:00,45,61.8,622.3051735,11.3881092,227.8842536,B-G-21
27/10/2019 11:00,27/10/2019 15:00,44.3,61.5,587.4102087,11.27640455,226.4480803,B-G-21
04/11/2019 09:00,04/11/2019 15:00,39.5,60.9,743.004635,11.11921348,96.58407828,B-G-21
09/11/2019 09:00,09/11/2019 15:00,35.4,60,504.3762986,11.25730176,295.7487522,B-G-21
18/11/2019 10:00,18/11/2019 16:00,33,59.7,400.0609394,10.72716748,149.9191546,B-G-21
25/11/2019 09:00,25/11/2019 13:00,33,59.5,233.7765162,10.53357503,92.29135857,B-G-21
29/11/2019 09:00,29/11/2019 15:00,32.5,59.6,433.0514602,10.78695615,138.9882841,B-G-21
07/12/2019 10:00,07/12/2019 15:00,29.5,58.5,341.8319593,8.329884997,127.8121288,B-G-21
14/12/2019 09:00,14/12/2019 15:00,26.8,58,300.208073,10.8301873,115.9916931,B-G-21
22/12/2019 10:00,22/12/2019 15:00,26.8,58,323.1901195,10.73368551,121.4967326,B-G-21
28/12/2019 09:00,28/12/2019 15:00,26.5,58,281.5988987,10.56952608,107.9451329,B-G-21
08/01/2020 10:00,08/01/2020 15:00,21.5,57.4,356.7106171,8.73501594,98.31532687,B-G-21
14/01/2020 09:00,14/01/2020 15:00,21.3,57,368.4020672,8.861809392,50.10404715,B-G-21
17/01/2020 09:00,17/01/2020 15:00,19.5,56.5,286.1777426,9.02263063,108.1458145,B-G-21
24/01/2020 09:00,24/01/2020 15:00,19.5,56,317.3385122,9.055110218,65.65034454,B-G-21
03/02/2020 10:00,03/02/2020 16:00,16,56.3,300.9594961,3.997755206,81.64764122,B-G-21
06/02/2020 15:00,06/02/2020 21:00,18.2,53,474.6573871,0.523036549,87.98886822,B-G-21
09/02/2020 21:00,10/02/2020 00:30,15.7,54,162.8669189,0.840834077,681.1042952,B-G-21
13/02/2020 00:00,13/02/2020 06:00,14.6,49,0,0.62792756,0.290820952,B-G-21
19/02/2020 16:30,19/02/2020 20:30,107,59,381.957865,8.148329146,135.4285759,B-G-21
23/02/2020 09:30,23/02/2020 15:30,103,65.7,395.5205097,7.319318918,106.2811174,B-G-21
26/02/2020 11:00,26/02/2020 16:00,87,70,770.6866254,9.524992665,209.0754681,B-G-21
01/03/2020 09:30,01/03/2020 15:30,81,70.8,711.9209494,8.871714063,193.6660894,B-G-21
05/03/2020 09:00,05/03/2020 13:00,75.7,71,664.2261271,8.442100729,239.7790396,B-G-21
13/03/2020 09:00,13/03/2020 15:00,51.5,71.5,971.1971207,8.055062061,253.7442281,B-G-21
19/03/2020 09:00,19/03/2020 15:00,50.2,71.5,751.4559167,6.581050461,271.4540682,B-G-21
28/03/2020 10:00,28/03/2020 14:00,44.8,71,672.9862712,7.717290148,255.1935325,B-G-21
04/04/2020 09:00,04/04/2020 15:00,40.7,71,706.058729,7.579537427,251.2726962,B-G-21
11/04/2020 09:00,11/04/2020 15:00,39,71,622.9378442,7.205351062,289.6925729,B-G-21
15/04/2020 09:00,15/04/2020 15:00,33.4,71.5,741.6430858,7.592495513,203.5725518,B-G-21
24/04/2020 09:00,24/04/2020 15:00,32.6,71.4,627.5587361,7.408907157,196.4684697,B-G-21
02/05/2020 09:00,02/05/2020 15:00,29.7,70,624.2960684,6.582355175,251.9095964,B-G-21
08/05/2020 09:00,08/05/2020 15:00,29.1,70,584.1206684,5.753993362,297.0657496,B-G-21
15/05/2020 08:30,15/05/2020 11:30,24.6,70,567.2565986,5.623813732,288.9411697,B-G-21
25/05/2020 11:30,25/05/2020 15:30,22.8,69.8,620.1710433,4.084419017,222.9385585,B-G-21
27/05/2020 09:00,27/05/2020 15:00,21.6,70,590.2671665,4.955404389,214.4496298,B-G-21
03/06/2020 08:30,03/06/2020 14:30,20,70,534.5099009,4.679573026,284.5578369,B-G-21
10/06/2020 08:00,10/06/2020 14:00,19.2,69,499.440434,4.200668198,287.7544054,B-G-21
12/06/2020 09:00,12/06/2020 15:00,18.5,68.7,548.4640322,4.220557231,316.8657241,B-G-21
17/06/2020 10:30,17/06/2020 15:30,14.5,42.5,41.77398632,0.981372864,0.612016025,B-G-21
20/06/2020 09:00,20/06/2020 15:00,14.8,55,385.12239,0.512357852,55.2457007,B-G-21
27/06/2020 09:00,27/06/2020 15:00,15,57,290.3649235,0.595739593,202.1616101,B-G-21
07/07/2020 09:00,07/07/2020 15:00,15,56,395.2577911,0.821657835,116.9574228,B-G-21
10/07/2020 09:00,10/07/2020 15:00,15,57,284.2804081,0.779439407,363.8891142,B-G-21
14/07/2020 09:00,14/07/2020 15:00,17,61,331.8439773,1.247257496,348.3202372,B-G-21
21/07/2020 10:00,21/07/2020 15:00,16.2,67,426.6015922,5.427017088,376.4395178,B-G-21
25/07/2020 08:30,25/07/2020 14:30,16.5,67,415.7598232,5.246100282,350.519406,B-G-21
31/08/2020 09:00,31/08/2020 15:00,16,51,129.2192107,0.424869102,201.9048809,B-G-21
03/09/2020 09:00,03/09/2020 15:00,16,53,190.3022108,0.092849629,34.97870639,B-G-21
04/10/2020 11:30,04/10/2020 15:30,27.5,45.6,282.1776563,0.135277741,0.056149886,B-G-21
11/10/2020 10:30,11/10/2020 15:30,154,48,0,2.598083856,0.627510865,B-G-21
12/10/2020 09:00,12/10/2020 15:00,148,58,0,6.48400284,39.54186045,B-G-21
14/10/2020 11:00,14/10/2020 16:00,142,68,0,14.59506485,119.0125129,B-G-21
16/10/2020 09:00,16/10/2020 15:00,141,68,0,11.26602852,34.42607667,B-G-21
14/03/2021 14:00,14/03/2021 16:00,44,65.5,426.2421959,3.602987963,335.0587738,B-G-21
17/03/2021 08:30,17/03/2021 14:30,58.4,68.8,225.6423532,6.844321919,163.9254406,B-G-21
23/03/2021 09:00,23/03/2021 15:00,55.7,68.5,253.1641406,6.243356666,150.6917615,B-G-21
02/04/2021 09:00,02/04/2021 15:00,56,68.8,226.2287119,6.317447977,165.6002325,B-G-21
08/04/2021 09:00,08/04/2021 15:00,50,67.7,249.8871991,5.177594514,181.1286556,B-G-21
16/04/2021 09:00,16/04/2021 15:00,50.3,67.7,216.8369157,5.772781958,193.1469615,B-G-21
28/04/2021 08:30,28/04/2021 14:30,50,68,249.6073675,5.446936998,180.6306629,B-G-21
27/05/2021 10:00,27/05/2021 15:00,45,68,229.3843325,5.7855846,205.3686069,B-G-21
13/06/2021 11:00,13/06/2021 15:00,42,68,240.7170266,4.685993011,174.0889432,B-G-21
25/06/2021 09:00,25/06/2021 15:00,39.8,68,242.8711649,5.032969349,192.1469008,B-G-21
13/07/2021 09:00,13/07/2021 15:00,37,67,248.9099612,4.959863312,180.9066702,B-G-21
23/07/2021 09:00,23/07/2021 15:00,36,66.8,206.231679,4.714684737,221.5373148,B-G-21
29/07/2021 08:30,29/07/2021 14:30,35.6,66.6,206.231679,4.982645697,221.8526892,B-G-21
07/08/2021 09:00,07/08/2021 15:00,35,68.8,260.4954564,6.291243096,192.2110693,B-G-21
06/09/2021 09:00,06/09/2021 11:00,26.8,67.7,127.5950274,4.241431944,113.1940179,B-G-21
17/09/2021 09:00,17/09/2021 15:00,25.7,65.7,209.0679088,2.920072631,222.5722374,B-G-21
02/10/2021 09:00,02/10/2021 15:00,27,66,260.6763902,3.155710912,186.0780342,B-G-21
14/10/2021 08:00,14/10/2021 12:00,25.4,65,207.8153082,2.773466669,181.3679539,B-G-21
24/10/2021 10:30,24/10/2021 15:30,27,65,288.5369569,3.293762189,205.3598916,B-G-21
04/11/2021 10:00,04/11/2021 15:00,26,65.5,252.2405672,3.018531909,180.3229663,B-G-21
17/11/2021 09:00,17/11/2021 12:00,24,59.5,174.5826155,1.728164577,101.0447284,B-G-21
22/11/2021 09:00,22/11/2021 13:00,26,58,171.7481886,2.165922943,272.4734602,B-G-21
28/11/2021 12:00,28/11/2021 15:00,23.6,65,217.802359,2.980264764,229.9629381,B-G-21
12/12/2021 09:00,12/12/2021 15:00,25,66,72.73240993,3.264867461,80.39591618,B-G-21
20/12/2021 09:00,20/12/2021 15:00,24,66,210.9768476,3.370818643,224.9937198,B-G-21
22/12/2021 10:00,22/12/2021 15:00,23,68,139.1841246,5.008752679,225.5124124,B-G-21
19/01/2022 10:00,19/01/2022 15:00,19,68,179.8819962,4.818847481,355.4225768,B-G-21
05/02/2022 15:30,05/02/2022 21:30,15.6,61,161.4843449,1.869238871,306.1339729,B-G-21
13/02/2022 10:30,13/02/2022 15:30,15.5,62,206.3648069,1.778911431,218.1396209,B-G-21
01/03/2022 09:00,01/03/2022 12:00,15.3,63.7,128.8214288,1.888741785,251.4872703,B-G-21
12/03/2022 10:00,12/03/2022 15:00,16,66,48.80184087,2.527611388,119.7652545,B-G-21
29/03/2022 09:30,29/03/2022 14:30,16.2,65.5,163.0865557,3.941883202,406.593967,B-G-21
05/04/2022 09:00,05/04/2022 14:00,15.9,62.5,142.1126673,3.644546137,299.1535605,B-G-21
28/04/2022 10:00,28/04/2022 13:00,15.8,56,181.61808,2.223774033,313.4619288,B-G-21
12/05/2022 14:30,12/05/2022 17:30,15.8,56,141.2991315,1.948975571,222.5599091,B-G-21
24/05/2022 09:00,24/05/2022 15:00,15.8,56,105.7954828,1.630707003,287.6819414,B-G-21
02/06/2022 09:30,02/06/2022 15:00,16,55.2,94.61908757,1.769372273,282.4826981,B-G-21
11/06/2022 09:00,11/06/2022 15:00,15.7,56.6,120.7635941,1.688314755,261.6231276,B-G-21
17/06/2022 09:00,17/06/2022 15:00,15.5,57,99.36083293,1.692955013,314.0416512,B-G-21
24/06/2022 10:00,24/06/2022 12:00,65,35,0,1.15948968,0.378664202,B-G-21
28/06/2022 08:00,28/06/2022 14:00,16.5,60,276.1444002,1.806749375,436.6724758,B-G-21
29/06/2022 11:00,29/06/2022 15:00,16,62.2,147.8003328,2.264256307,624.2811913,B-G-21
05/07/2022 09:00,05/07/2022 15:00,16.2,62.5,198.0250951,2.934896263,393.4588417,B-G-21
11/07/2022 10:30,11/07/2022 15:30,15.7,61.1,139.4635464,2.943589414,432.0038355,B-G-21
21/07/2022 09:00,21/07/2022 15:00,14.9,67,149.3043534,3.706583382,472.0614392,B-G-21
26/07/2022 11:30,26/07/2022 15:30,13.8,63,107.6765586,4.018457936,531.3411855,B-G-21
05/08/2022 10:00,05/08/2022 14:00,14,68,110.6561483,3.805954386,543.7121399,B-G-21
19/09/2022 11:00,19/09/2022 15:00,14.3,61.4,116.9869209,1.016329331,329.5025847,B-G-21
09/12/2022 10:00,09/12/2022 16:00,14.3,41,2.283155642,0.075438372,99.68573372,B-G-21
15/12/2022 10:30,15/12/2022 15:30,16,40,0,0.19306272,0.076211273,B-G-21
18/04/2023 12:00,18/04/2023 15:00,20.6,69.6,356.891894,2.34447705,709.5806,B-G-21
01/05/2023 09:00,01/05/2023 14:00,28,67,648.5057076,1.132521553,111.2016576,B-G-21
03/05/2023 09:30,03/05/2023 15:30,22.2,73,187.308724,2.863072812,897.0081304,B-G-21
12/05/2023 09:00,12/05/2023 15:00,21.1,65,153.8380436,3.550588142,658.6850555,B-G-21
31/05/2023 10:00,31/05/2023 15:00,21,68,163.4576367,3.852035367,408.6098734,B-G-21
03/07/2023 10:00,03/07/2023 14:00,20.8,68.8,74.17508049,3.192079639,513.3512529,B-G-21
29/07/2023 03:00,29/07/2023 09:00,19.4,69,125.105027,2.808105722,436.9298819,B-G-21
25/08/2023 09:30,25/08/2023 14:30,18,69,192.7839975,2.351514329,692.4377081,B-G-21
29/08/2023 10:00,29/08/2023 12:00,17.8,54,3.963706874,1.347625661,239.039523,B-G-21
30/08/2023 09:30,30/08/2023 14:30,17.8,66,18.57572858,2.09594371,708.9124236,B-G-21
06/09/2023 09:30,06/09/2023 14:30,17.4,63,110.6994185,2.195903572,663.9586477,B-G-21
10/09/2023 11:30,10/09/2023 15:30,16.8,56,69.3804007,1.074370336,134.9099345,B-G-21
01/10/2023 11:00,01/10/2023 15:00,17.4,63,172.5040709,2.95104869,340.3931443,B-G-21
13/10/2023 09:00,13/10/2023 15:00,17.8,65.6,123.4744327,2.877301652,415.5882865,B-G-21
17/06/2019 10:00,17/06/2019 16:00,25.5,71,1319.330684,0.891033563,1410.699981,B-G-22
18/06/2019 06:00,18/06/2019 09:00,30,73,1823.985932,1.091179998,1606.664234,B-G-22
19/06/2019 16:00,19/06/2019 20:00,32,68,1452.637729,0.970955152,1043.884994,B-G-22
25/06/2019 08:00,25/06/2019 14:00,31.5,70.6,1562.84314,0.878491775,943.9094411,B-G-22
02/07/2019 08:00,02/07/2019 14:00,32.8,72,1621.717361,0.878373318,1219.554863,B-G-22
09/07/2019 10:30,09/07/2019 15:30,42,72.5,1928.923944,1.84042094,1416.044215,B-G-22
23/07/2019 09:00,23/07/2019 15:00,43,72.5,2088.004207,4.404766256,1516.03294,B-G-22
29/07/2019 10:30,29/07/2019 15:30,39.5,72,790.5250912,6.475952776,848.6987213,B-G-22
02/08/2019 10:00,02/08/2019 15:00,39.3,71.9,1260.978987,3.216072088,1611.501565,B-G-22
10/08/2019 09:30,10/08/2019 15:30,35,71,1178.815819,2.872135921,1283.863005,B-G-22
15/08/2019 09:00,15/08/2019 15:00,31,77,1086.807104,2.582963084,1181.579364,B-G-22
23/08/2019 09:00,23/08/2019 15:00,25,69.1,725.0782942,1.85726238,788.0572577,B-G-22
26/08/2019 10:00,26/08/2019 14:00,20.5,60.5,128.8168897,0.162281929,319.2575317,B-G-22
30/08/2019 10:00,30/08/2019 15:00,21,64.5,176.7561427,0.070192817,566.306502,B-G-22
03/09/2019 09:00,03/09/2019 14:00,20.4,67,401.0290468,0.053284129,645.1293062,B-G-22
04/09/2019 16:30,04/09/2019 20:30,20.8,70,313.8075912,0.031835184,1356.48,B-G-22
09/09/2019 08:30,09/09/2019 14:30,35.7,65.5,1111.768583,0.60483265,262.92954,B-G-22
15/09/2019 11:00,15/09/2019 15:00,33.2,66.5,951.3217086,0.598076974,440.0062425,B-G-22
20/09/2019 09:00,20/09/2019 15:00,28.7,70.5,1996.478122,2.837663696,719.1206797,B-G-22
25/09/2019 09:00,25/09/2019 15:00,29.5,71.7,2164.321045,1.853678909,990.9869529,B-G-22
